,region,genre,number_of_movies,avg_rating
708,CO,Crime,630,6.352380952380953
709,CH,Horror,132,5.465151515151517
710,LV,Romance,595,6.366554621848741
711,KH,Documentary,13,7.061538461538461
712,TR,Romance,5948,6.047158708809682
713,EE,Family,398,6.139949748743718
714,HR,Musical,129,6.64186046511628
715,KR,Musical,113,6.567256637168141
716,PA,Drama,287,6.839721254355401
717,LT,War,259,7.130115830115829
718,NZ,Music,209,7.08133971291866
719,EC,Film-Noir,214,6.942990654205607
720,AR,Unknown,342,6.073684210526316
721,AZ,Action,359,6.779944289693593
722,CO,Music,143,7.049650349650349
723,BO,History,10,6.63
724,CY,Drama,44,6.229545454545454
725,AT,Drama,7864,6.5416327568667345
726,BG,Family,1017,6.027138643067846
727,BE,Sport,144,6.41875
728,BY,War,17,6.2705882352941185
729,NL,Unknown,140,6.0807142857142855
730,DDDE,Sport,42,6.404761904761905
731,UZ,Sport,30,7.2366666666666655
732,MA,Documentary,32,7.25625
733,DK,Drama,15101,6.446314813588509
734,FR,War,2450,6.437551020408163
735,DE,Comedy,18440,5.9094468546637735
736,JP,Mystery,4822,5.997075902115303
737,SE,Musical,1273,6.201178318931656
738,CA,Sport,1762,6.4320658342792285
739,PL,Music,1335,6.603370786516854
740,PA,Horror,64,6.112500000000001
741,AE,Romance,1436,6.09115598885794
742,MY,Adventure,350,6.145714285714284
743,CM,Fantasy,6,6.966666666666666
744,LV,Biography,265,6.988679245283018
745,RO,Drama,11884,6.542064961292496
746,GR,Horror,5058,5.431158560695927
747,HR,Family,465,6.335268817204302
748,XYU,Crime,1144,6.63041958041958
749,ES,Thriller,9079,5.6182398942614835
750,CA,Biography,4562,6.86733888645331
751,PH,Drama,10678,6.264347256040461
752,PA,Sci-Fi,39,6.312820512820513
753,CSHH,Biography,114,7.0543859649122815
754,MX,Music,1184,6.60143581081081
755,NZ,Sport,119,6.851260504201681
756,LV,Sport,56,6.739285714285715
757,BY,Sci-Fi,24,6.629166666666666
758,US,Adventure,18442,5.891432599501134
759,AU,Romance,7986,6.173904332582022
760,HK,Adventure,2436,6.198440065681447
761,PT,Sport,552,6.322463768115942
762,SI,Comedy,2498,6.420336269015213
763,NL,Horror,1983,5.401210287443267
764,CN,Biography,1047,6.9473734479465135
765,VN,War,212,6.930660377358492
766,PS,Documentary,42,7.614285714285715
767,DO,Horror,15,5.113333333333333
768,US,News,506,7.2272727272727275
769,PK,Sport,8,6.1625000000000005
770,ME,Mystery,6,6.300000000000001
771,ES,War,2041,6.406957373836356
772,PT,Romance,6782,6.3067531701562975
773,FR,Horror,6927,5.239555363072034
774,GR,Animation,1265,6.496047430830039
775,BG,Crime,3446,6.284271619268718
776,HK,History,531,6.734839924670434
777,JO,Drama,21,7.409523809523808
778,XWW,News,68,7.350000000000001
779,ET,Drama,20,7.685
780,XYU,Drama,5120,6.6781640625
781,CSHH,Romance,489,6.710838445807771
782,IT,Thriller,7660,5.635535248041776
783,IE,Film-Noir,51,6.484313725490196
784,XWG,Biography,669,6.672944693572497
785,CZ,Film-Noir,59,7.369491525423729
786,BF,Drama,48,6.720833333333334
787,UZ,Action,764,6.672513089005235
788,HK,Documentary,654,7.097400611620796
789,TH,Mystery,709,6.267418899858956
790,AE,Animation,281,6.644839857651246
791,MA,Family,14,7.0928571428571425
792,DZ,Fantasy,12,6.25
793,US,Action,28133,5.684566167845588
794,SI,History,197,6.940101522842639
795,PR,Horror,21,5.690476190476191
796,NL,Sport,248,6.733064516129032
797,BE,Film-Noir,640,6.762500000000001
798,EE,History,190,6.934736842105263
799,CU,Animation,24,6.4875
800,JM,Horror,14,5.378571428571428
801,DZ,Mystery,13,6.415384615384616
802,RW,Drama,8,7.2749999999999995
803,IR,Drama,3563,5.956721863598092
804,ME,Adventure,10,6.4
805,SG,Biography,773,6.913712807244502
806,XKO,Drama,100,6.3180000000000005
807,MM,Horror,8,5.8875
808,BA,Biography,48,6.931250000000001
809,AL,Horror,28,5.710714285714286
810,KE,Drama,39,7.046153846153847
811,RU,Comedy,16337,5.895427557079024
812,PL,Horror,4627,5.302528636265397
813,AR,Western,748,6.235026737967915
814,NO,Documentary,1262,7.034469096671949
815,PL,Sport,850,6.3907058823529415
816,EE,Western,40,6.665000000000001
817,AU,Adult,99,5.374747474747475
818,TN,Adventure,34,6.923529411764705
819,TH,Music,115,6.8304347826086955
820,MA,Action,18,6.5055555555555555
821,DO,Mystery,8,6.3999999999999995
822,BA,History,31,6.816129032258065
823,LK,Animation,9,7.022222222222222
824,IT,Drama,31800,6.271698113207543
825,SK,Horror,534,5.895318352059924
826,VE,Biography,217,6.913824884792628
827,PE,Sci-Fi,425,6.102823529411764
828,UZ,Family,119,6.582352941176472
829,CR,Thriller,31,6.119354838709677
830,HU,Biography,1883,6.839511417950078
831,PL,Thriller,6406,5.673040899157039
832,GR,Mystery,3914,6.12079713847726
833,TR,Comedy,9231,5.8504820712815535
834,CN,Sport,301,6.571428571428571
835,NZ,War,185,6.548108108108108
836,DE,Musical,939,6.344515441959532
837,MX,Sci-Fi,1930,5.5106217616580295
838,IR,Crime,634,6.191640378548895
839,XYU,Sport,69,6.7623188405797094
840,AE,Thriller,1737,5.70777202072539
841,AE,Music,162,6.700617283950617
842,PK,Crime,81,6.525925925925926
843,CN,Sci-Fi,736,5.960190217391306
844,BG,Sport,297,6.398653198653199
845,SA,Thriller,34,5.617647058823529
846,DZ,Horror,6,5.766666666666667
847,BD,Sci-Fi,24,6.541666666666668
848,FR,Romance,10685,6.234843238184371
849,JM,Crime,35,6.351428571428571
850,ID,Romance,1637,6.290531459987783
851,SI,Family,373,6.399195710455764
852,ZA,Action,2958,5.875016903313049
853,RS,Music,327,6.794189602446482
854,XYU,Adult,18,6.038888888888888
855,MD,Comedy,47,6.240425531914894
856,ZA,News,6,7.433333333333334
857,ES,Animation,2624,6.4022865853658555
858,EE,Comedy,1936,6.281869834710744
859,FI,Action,5794,5.941853641698307
860,DK,Sci-Fi,682,5.98841642228739
861,GR,Crime,9685,6.164811564274656
862,EE,Action,1326,6.289592760180997
863,KP,Adventure,11,6.345454545454545
864,ZA,Romance,2061,6.086123241145075
865,XEU,Sci-Fi,50,5.61
866,BA,War,30,6.94
867,BA,Crime,100,6.226000000000002
868,AM,Animation,27,6.71111111111111
869,SY,Adventure,6,6.383333333333333
870,AR,Romance,4843,6.371236836671484
871,SK,Action,1655,6.3643504531722055
872,CA,Thriller,15044,5.564331294868386
873,AR,Film-Noir,368,6.774456521739131
874,GR,Biography,2475,6.850828282828281
875,PE,Action,1592,6.203140703517588
876,AE,Mystery,867,6.041522491349481
877,AE,Musical,78,6.5666666666666655
878,SN,Documentary,16,7.2375
879,MY,Musical,51,6.749019607843138
880,CR,Biography,13,7.038461538461538
881,TN,History,32,7.76875
882,EC,Romance,3350,6.333731343283581
883,PT,Mystery,2672,6.126459580838323
884,VE,Thriller,575,6.067652173913045
885,SI,Adventure,1246,6.501123595505618
886,HR,War,333,7.001501501501502
887,TR,Animation,1132,6.117756183745583
888,IN,Western,420,6.111428571428572
889,CSHH,Western,95,6.537894736842105
890,EG,Unknown,290,5.575862068965518
891,TR,Sport,395,6.462025316455696
892,US,Adult,5229,5.602008032128512
893,NL,Adult,185,5.543783783783783
894,IR,Sport,57,6.421052631578948
895,AZ,Family,96,6.550000000000001
896,ID,Animation,458,6.702183406113537
897,TM,Drama,28,6.167857142857143
898,JM,Musical,17,6.352941176470588
899,AM,Crime,28,6.753571428571428
900,DK,Biography,1163,6.856663800515907
901,IT,Mystery,4143,5.931692010620322
902,UY,Comedy,1910,6.50198952879581
903,VN,Adventure,1981,6.308884401817262
904,BG,Musical,314,6.5802547770700635
905,IE,Mystery,502,6.201593625498006
906,IL,Documentary,995,7.299095477386936
907,DDDE,Biography,146,6.778767123287671
908,BG,Documentary,479,7.380167014613779
909,DDDE,Mystery,128,6.492187499999999
910,CSHH,Sport,32,6.509375
911,AZ,Sci-Fi,128,6.9953125
912,EG,Family,257,6.271206225680934
913,EE,Sport,81,6.534567901234567
914,LK,Action,48,6.414583333333333
915,IR,Unknown,423,4.432860520094562
916,MK,Comedy,106,6.666037735849056
917,MK,Thriller,46,6.252173913043477
918,TN,Thriller,32,6.89375
919,JO,Family,6,7.966666666666666
920,PK,Fantasy,28,6.174999999999999
921,DK,Fantasy,938,6.307675906183367
922,HU,Western,763,6.222804718217562
923,CN,Adventure,2694,6.26421677802524
924,IN,War,872,6.630848623853212
925,RO,Western,1152,6.198611111111113
926,EE,Thriller,749,6.2712950600801065
927,BD,Family,148,7.101351351351352
928,BF,Documentary,6,7.25
929,XAS,History,18,7.0055555555555555
930,BD,History,45,7.362222222222223
931,KH,Drama,31,6.741935483870968
932,PL,Biography,2601,6.812226066897346
933,RU,War,1315,6.4562737642585555
934,CSHH,Animation,134,7.072388059701492
935,CA,History,3428,6.7450991831971985
936,BG,Film-Noir,107,7.2897196261682256
937,XWG,Crime,4499,6.099844409868864
938,KR,Mystery,1066,6.0704502814258925
939,CN,History,924,6.741017316017316
940,IL,Mystery,838,6.320644391408116
941,DK,Animation,835,6.3582035928143705
942,CA,Unknown,461,6.372234273318871
943,LV,Crime,610,6.462131147540982
944,MX,Adult,15,5.066666666666666
945,PA,Adventure,67,6.832835820895522
946,AL,Unknown,18,7.338888888888889
947,TZ,Drama,17,7.341176470588235
948,XWW,Animation,2778,6.498596112311013
949,TW,Adventure,3184,6.228674623115576
950,GB,Music,4126,6.697697527872036
951,CL,Adventure,1106,6.3704339963833645
952,YUCS,Musical,12,6.158333333333334
953,XWG,History,819,6.562637362637361
954,BD,War,52,7.569230769230769
955,PE,Film-Noir,27,7.066666666666667
956,IL,Biography,690,7.072463768115942
957,EG,History,266,6.824436090225563
958,XKO,Family,9,6.544444444444445
959,HT,Documentary,11,7.7272727272727275
960,PT,History,1452,6.659848484848485
961,TR,Fantasy,1488,5.8901881720430085
962,FR,Western,2064,5.959932170542635
963,IN,Romance,13439,6.229578093608156
964,SUHH,Sport,297,6.237373737373737
965,XYU,History,356,6.613483146067415
966,AU,Sport,1090,6.512477064220183
967,SE,Sci-Fi,1556,5.671658097686375
968,AZ,Crime,173,6.924277456647399
969,UZ,Musical,23,6.834782608695652
970,US,Fantasy,8343,5.774361740381157
971,HR,Mystery,839,6.440524433849823
972,FI,Western,1580,6.153860759493671
973,XEU,Crime,306,6.0630718954248355
974,MX,Film-Noir,602,6.6151162790697695
975,DDDE,Romance,614,6.685179153094462
976,IT,Adult,776,5.400128865979381
977,XSA,Crime,11,5.872727272727274
978,GE,Thriller,72,6.859722222222222
979,IS,Documentary,156,7.439743589743591
980,SE,Comedy,13374,6.04364438462689
981,US,Sport,3274,6.552443494196701
982,SK,Drama,3614,6.826591034864412
983,AU,Adventure,5808,5.917820247933885
984,TR,Action,5354,5.831116921927528
985,IN,Family,4004,6.539535464535466
986,UA,Music,389,6.5989717223650395
987,IR,History,157,6.4885350318471335
988,VE,Documentary,188,6.922872340425532
989,GE,Sport,9,6.544444444444443
990,PK,Musical,120,6.027500000000001
991,LB,Thriller,19,6.884210526315789
992,BJ,Comedy,25,6.572
993,FR,News,40,7.352500000000001
994,NO,Drama,10492,6.497026305756768
995,FI,Sci-Fi,1538,5.892587776332902
996,BR,Sport,1010,6.2844554455445545
997,RS,Documentary,640,7.41296875
998,CSHH,Mystery,159,6.737735849056605
999,PK,Drama,315,6.711111111111111
1000,CH,Biography,189,6.967195767195767
1001,HK,Musical,279,6.4060931899641576
1002,VN,Music,239,6.639330543933055
1003,MZ,Adventure,18,6.5055555555555555
1004,NG,History,10,6.4799999999999995
1005,TT,Drama,18,6.611111111111112
1006,US,Crime,24511,5.997968259148947
1007,XYU,War,728,6.7651098901098905
1008,XYU,Comedy,2160,6.574398148148149
1009,BR,Mystery,4584,5.955519197207678
1010,AU,Musical,985,6.3464974619289345
1011,JP,Musical,1374,6.372489082969433
1012,IN,Horror,7790,5.236739409499358
1013,UZ,Comedy,575,6.691478260869566
1014,PH,Film-Noir,15,6.686666666666667
1015,KZ,Music,45,6.94888888888889
1016,BR,Adult,236,5.5690677966101685
1017,XWG,Adult,599,5.4440734557596
1018,UZ,Sci-Fi,258,6.739147286821707
1019,AT,News,9,6.7555555555555555
1020,UA,Crime,2817,6.406070287539934
1021,DE,History,2412,6.684162520729685
1022,IL,Romance,1594,6.429171894604769
1023,RU,Fantasy,2740,5.77448905109489
1024,HK,Comedy,6332,6.0114497789008245
1025,SUHH,Film-Noir,524,6.802862595419848
1026,FR,Music,1822,6.555378704720088
1027,BE,Thriller,1089,6.267768595041321
1028,VE,Music,114,6.485964912280702
1029,ZA,Drama,6814,6.27770766069856
1030,XWG,Music,594,6.275252525252525
1031,BD,Action,281,6.210676156583631
1032,TH,Fantasy,567,6.1197530864197525
1033,EE,Horror,401,5.826683291770574
1034,AE,History,255,6.774901960784313
1035,BA,Fantasy,95,6.061052631578948
1036,SN,History,6,7.183333333333333
1037,JP,War,2149,6.550907398790135
1038,CZ,Romance,1662,6.4451865222623335
1039,AT,War,555,6.618738738738739
1040,SI,Documentary,231,7.2969696969696995
1041,CSHH,Fantasy,335,6.625671641791046
1042,NL,Mystery,1516,6.136609498680739
1043,ZA,Music,361,6.500554016620497
1044,DDDE,Western,65,6.066153846153846
1045,ME,Crime,6,6.666666666666667
1046,AZ,Sport,23,6.930434782608694
1047,NO,Adult,12,5.066666666666667
1048,HU,Romance,7634,6.3423238145140175
1049,AT,Western,967,6.239607032057912
1050,JP,Family,2665,6.3084052532833015
1051,DE,Animation,2273,6.3618125824901
1052,FR,Animation,2228,6.438689407540394
1053,RO,Crime,3819,6.374705420267086
1054,AU,War,1358,6.455449189985273
1055,AU,Sci-Fi,2803,5.24430966821263
1056,KR,Film-Noir,29,7.293103448275862
1057,GE,Music,10,6.919999999999999
1058,CH,History,137,7.005839416058394
1059,CH,Family,162,6.467283950617283
1060,AZ,Horror,97,6.0938144329896895
1061,XAS,Adventure,169,6.272189349112427
1062,MC,Drama,33,6.636363636363637
1063,BA,Animation,54,6.53888888888889
1064,DO,Documentary,41,7.743902439024391
1065,MY,Horror,427,5.554566744730678
1066,XKO,Thriller,14,6.492857142857143
1067,CA,War,2586,6.495591647331787
1068,NZ,Comedy,1802,6.304439511653717
1069,PH,History,534,6.704681647940075
1070,TW,Family,964,6.2681535269709565
1071,PR,Action,52,6.1326923076923086
1072,IR,Documentary,343,6.637900874635568
1073,IS,Thriller,90,6.196666666666667
1074,CL,Animation,453,6.475055187637969
1075,KZ,Biography,104,7.428846153846153
1076,PT,Western,1483,6.09689817936615
1077,CSHH,Action,399,6.507268170426067
1078,ZA,War,294,6.438775510204081
1079,PY,Crime,12,6.341666666666668
1080,UZ,Thriller,313,6.645367412140575
1081,LB,Drama,189,6.649206349206349
1082,EG,Animation,336,6.783333333333334
1083,GE,Family,28,6.407142857142857
1084,PK,Unknown,128,4.9765625
1085,MK,Mystery,19,6.363157894736842
1086,NP,Unknown,25,8.024
1087,CZ,News,17,7.164705882352941
1088,SE,Biography,2014,6.826017874875868
1089,BR,Crime,9723,6.111549933148211
1090,CA,Mystery,7834,5.842596374776611
1091,SUHH,Action,2758,6.095395213923132
1092,XYU,Film-Noir,191,7.025130890052356
1093,AU,Fantasy,2663,5.721779947427711
1094,IR,War,303,5.935973597359736
1095,AE,Crime,1436,6.368175487465182
1096,JP,Reality-TV,12,6.483333333333334
1097,AO,Documentary,11,7.1090909090909085
1098,SE,News,34,7.202941176470588
1099,CA,Adventure,10626,5.957519292301904
1100,RO,Unknown,57,6.457894736842104
1101,NO,War,884,6.6229638009049765
1102,NL,Sci-Fi,948,5.7779535864978895
1103,ZA,Thriller,2360,5.587796610169491
1104,YUCS,History,11,6.672727272727272
1105,MD,Crime,18,6.0888888888888895
1106,BA,Adventure,142,6.4309859154929585
1107,KZ,Musical,25,6.743999999999999
1108,RS,Adventure,2265,6.299779249448123
1109,CA,Horror,13716,5.07960046660834
1110,AR,Family,1313,6.166641279512567
1111,GR,Thriller,6914,5.823459647092857
1112,KR,Music,278,7.002158273381295
1113,BY,Family,41,6.521951219512195
1114,XSA,Comedy,35,6.491428571428571
1115,KH,Action,7,6.514285714285714
1116,CH,Sport,32,6.93125
1117,FR,Thriller,8681,5.626091464117035
1118,HU,Animation,1343,6.417795979151155
1119,EE,Drama,2805,6.710944741532976
1120,CN,Romance,3674,6.304518236254761
1121,RO,Adventure,3360,6.19785714285714
1122,DK,Documentary,1618,7.054758961681087
1123,SI,Thriller,823,6.5571081409477525
1124,AE,Comedy,2276,6.060193321616871
1125,PE,Adventure,1417,6.248764996471417
1126,UZ,Crime,300,6.947
1127,EE,Biography,322,7.0555900621118
1128,IL,Unknown,8,5.250000000000001
1129,JM,Family,19,5.931578947368421
1130,DE,Thriller,9542,5.395881366589815
1131,ES,Music,1701,6.577777777777777
1132,BD,Comedy,174,6.45632183908046
1133,IN,Biography,2467,7.037170652614509
1134,LK,Fantasy,18,6.483333333333333
1135,ES,Biography,3017,6.778919456413655
1136,PL,Drama,32558,6.398528779409047
1137,UA,Fantasy,1203,6.107813798836243
1138,CN,Drama,12595,6.53764192139738
1139,GR,Action,9455,5.7406451612903275
1140,HR,Biography,579,7.051468048359241
1141,RU,Film-Noir,34,7.052941176470589
1142,CH,Western,28,6.232142857142856
1143,DDDE,Action,276,6.382971014492755
1144,KR,Western,72,6.2763888888888895
1145,AL,Documentary,25,6.892
1146,XSA,Horror,15,5.166666666666667
1147,LU,Music,16,6.9125000000000005
1148,TJ,Action,7,7.1000000000000005
1149,RU,Romance,7761,6.141721427651076
1150,MX,Drama,20307,6.368587186684395
1151,JP,Western,1467,6.160736196319021
1152,RS,Biography,793,7.06153846153846
1153,NZ,Sci-Fi,228,6.177631578947368
1154,PE,Unknown,21,6.480952380952381
1155,XEU,Biography,93,6.935483870967741
1156,SY,Romance,9,6.611111111111111
1157,LU,Biography,28,7.017857142857144
1158,HT,Drama,14,6.714285714285714
1159,CR,Horror,22,5.50909090909091
1160,CR,Sci-Fi,9,6.211111111111111
1161,CN,News,16,7.3812500000000005
1162,LK,Biography,9,7.6000000000000005
1163,BG,Romance,3393,6.373651635720602
1164,GB,Comedy,35871,5.899498201890101
1165,CA,Animation,3040,6.458388157894737
1166,BR,Thriller,7539,5.609351372861123
1167,EC,Horror,2491,5.516740264953833
1168,JM,Mystery,13,6.323076923076924
1169,AE,Drama,4853,6.298681228106325
1170,LT,Mystery,896,6.420200892857144
1171,GT,Drama,55,6.545454545454546
1172,BO,Fantasy,14,6.292857142857143
1173,MA,Adventure,30,6.473333333333333
1174,BR,News,36,7.247222222222222
1175,GR,Fantasy,2574,5.969347319347318
1176,IT,Film-Noir,639,6.679342723004695
1177,IN,Musical,1871,6.530358097274187
1178,RO,Music,391,6.661636828644501
1179,XWG,Fantasy,915,5.934644808743168
1180,CH,Action,268,6.148134328358208
1181,DDDE,Unknown,150,5.929999999999999
1182,GE,Drama,393,7.074554707379136
1183,PE,Family,388,6.131185567010308
1184,GE,History,24,7.283333333333332
1185,MK,Adventure,80,6.72375
1186,DZ,Action,30,6.456666666666666
1187,CY,Documentary,16,7.125
1188,XWW,Drama,42048,6.320578862252654
1189,FR,Adventure,8388,5.85052455889366
1190,RS,Fantasy,990,6.0710101010101
1191,IE,Romance,932,6.372424892703864
1192,AT,Film-Noir,373,6.868096514745309
1193,FI,Unknown,242,5.982644628099174
1194,EC,History,595,6.901680672268908
1195,PE,History,201,6.914925373134329
1196,CM,Musical,6,7.283333333333332
1197,MX,Crime,5818,6.226349260914405
1198,IR,Comedy,1273,5.480675569520817
1199,NL,Western,470,6.245957446808509
1200,XWW,Mystery,3167,5.989548468582255
1201,TR,Music,777,6.350836550836549
1202,UA,Unknown,36,6.530555555555556
1203,DO,Action,69,6.442028985507246
1204,CN,Crime,2795,6.412558139534882
1205,CU,Adventure,42,6.340476190476189
1206,KG,Animation,17,6.8999999999999995
1207,HN,Comedy,8,7.0
1208,SUHH,Western,772,6.341839378238344
1209,AR,Action,4243,6.001791185481967
1210,PT,Animation,1088,6.387224264705882
1211,EG,Adventure,1115,6.392914798206278
1212,VE,Mystery,350,6.267714285714285
1213,JP,Sci-Fi,3398,5.504532077692761
1214,PH,Animation,796,6.590201005025126
1215,XWW,Family,3081,6.1716325868224615
1216,BO,Crime,18,6.45
1217,HK,Family,448,6.397991071428572
1218,CM,Adventure,30,6.666666666666667
1219,NG,Fantasy,37,6.218918918918919
1220,JM,Documentary,14,7.135714285714286
1221,AL,Sci-Fi,30,6.95
1222,IL,News,10,6.92
1223,RS,Crime,2377,6.5037862852334865
1224,SK,History,265,6.9766037735849045
1225,BY,Comedy,149,6.315436241610739
1226,SK,Documentary,198,7.393434343434344
1227,TH,Thriller,1291,5.994113090627421
1228,KZ,Action,763,6.689384010484928
1229,IR,Family,332,6.017168674698795
1230,NG,Animation,78,6.47948717948718
1231,TM,Crime,8,6.05
1232,KE,Romance,12,6.933333333333334
1233,PA,Documentary,41,7.109756097560975
1234,KW,Comedy,16,5.3125
1235,XWG,Adventure,3483,5.812690209589437
1236,NO,Musical,427,6.256206088992974
1237,AR,History,1096,6.779835766423358
1238,CZ,Sci-Fi,750,5.926133333333333
1239,CL,Crime,771,6.528793774319066
1240,CU,Musical,14,6.657142857142857
1241,CH,Documentary,896,7.131808035714284
1242,GE,Action,135,6.562962962962964
1243,XEU,History,97,6.860824742268041
1244,MN,Biography,7,6.742857142857143
1245,MD,Animation,16,6.493749999999999
1246,CY,Action,8,6.1125
1247,DK,Unknown,317,6.0271293375394315
1248,GB,Romance,17684,6.106440850486321
1249,GB,Animation,3335,6.327406296851574
1250,AT,Musical,582,6.276632302405497
1251,ZA,Adventure,1970,6.13258883248731
1252,EC,Western,386,6.37020725388601
1253,CU,Horror,27,6.322222222222223
1254,NZ,Western,170,6.053529411764705
1255,PE,Adult,29,5.327586206896552
1256,AL,Drama,353,6.964872521246459
1257,MA,History,15,7.446666666666666
1258,CU,Unknown,21,6.314285714285715
1259,LU,Musical,8,6.8374999999999995
1260,AU,Reality-TV,12,6.233333333333333
1261,LK,Mystery,12,6.558333333333334
1262,KW,Drama,14,6.742857142857143
1263,GB,Crime,16526,5.984460849570372
1264,CH,Romance,371,6.47008086253369
1265,UY,Drama,3480,6.844626436781609
1266,SUHH,Documentary,512,7.017578125000001
1267,CL,Mystery,483,6.163354037267082
1268,TW,Crime,3422,6.365663354763294
1269,CO,Comedy,1442,6.1558252427184454
1270,CL,Horror,610,5.567868852459017
1271,IR,Sci-Fi,121,5.951239669421488
1272,BY,Adventure,107,6.52803738317757
1273,HR,Unknown,22,6.9818181818181815
1274,NG,War,6,6.516666666666667
1275,BG,Fantasy,1105,6.094027149321267
1276,CN,Action,4229,6.1543390872546695
1277,MY,Drama,931,6.62577873254565
1278,NZ,Adventure,1023,6.350439882697947
1279,RU,Unknown,255,6.045882352941177
1280,AZ,Romance,131,6.8877862595419845
1281,ID,Drama,5394,6.386318131256953
1282,ID,War,148,6.557432432432433
1283,MX,Sport,538,6.477881040892192
1284,AZ,Adventure,426,6.773943661971832
1285,IS,Sport,8,7.2375
1286,PL,Animation,1563,6.390275111964171
1287,EC,Documentary,825,7.143393939393941
1288,LT,Musical,104,6.736538461538462
1289,GH,Drama,42,7.404761904761905
1290,MK,Music,9,6.522222222222222
1291,BY,Mystery,18,6.422222222222222
1292,GL,Comedy,12,6.033333333333334
1293,US,War,4841,6.380603181160915
1294,GB,Action,17857,5.614095312762505
1295,CSHH,History,192,6.691145833333334
1296,IL,Crime,1437,6.526861517049407
1297,YUCS,Comedy,110,6.6009090909090915
1298,BR,Sci-Fi,2616,5.378822629969419
1299,IE,Horror,660,5.6825757575757585
1300,IR,Film-Noir,31,7.316129032258065
1301,LV,Thriller,524,6.35496183206107
1302,AL,Biography,7,7.214285714285714
1303,MX,News,11,7.454545454545454
1304,SL,Documentary,6,8.066666666666668
1305,GB,Drama,67716,6.180871581310182
1306,SE,Adventure,5361,6.025275135235963
1307,PT,War,1392,6.477801724137931
1308,AZ,Comedy,463,6.614470842332612
1309,PE,Sport,101,6.512871287128713
1310,SA,Documentary,13,7.307692307692308
1311,PY,Romance,14,5.778571428571429
1312,LB,War,25,7.028
1313,BD,Biography,23,6.2
1314,GR,Romance,9713,6.247637187274785
1315,PL,Fantasy,2642,5.969568508705527
1316,SUHH,Fantasy,1152,6.212413194444444
1317,CZ,Horror,1032,5.728585271317831
1318,KR,Action,2363,6.116208209902664
1319,UY,Sci-Fi,382,6.3926701570680615
1320,DDDE,Music,69,6.513043478260869
1321,MX,Unknown,132,6.083333333333333
1322,LV,Fantasy,344,6.219767441860465
1323,PE,Documentary,145,6.9751724137931035
1324,KR,Unknown,83,5.257831325301205
1325,TH,Unknown,18,6.322222222222223
1326,LB,Comedy,93,6.325806451612903
1327,FI,Drama,22486,6.441123365649738
1328,US,History,6293,6.793611949785475
1329,RU,Drama,28679,6.262010530353216
1330,BE,Drama,9042,6.416887856668876
1331,TR,Thriller,4073,5.726319666093788
1332,PE,Comedy,2097,6.187601335240819
1333,SI,War,211,6.935545023696683
1334,ZA,Animation,509,6.642436149312378
1335,PH,Sport,296,6.512162162162163
1336,AE,Sport,126,6.746031746031746
1337,CZ,Unknown,42,5.985714285714285
1338,PY,Action,18,6.2
1339,UG,Drama,18,7.694444444444445
1340,AR,Comedy,9111,6.172516738009004
1341,TW,Comedy,6910,6.21740955137482
1342,AT,Sport,190,6.6284210526315785
1343,UA,Thriller,2405,6.039209979209979
1344,CO,Horror,606,5.482178217821783
1345,CL,Drama,3050,6.619245901639346
1346,GR,Sport,811,6.349815043156597
1347,PA,Mystery,63,6.571428571428572
1348,TW,Fantasy,1556,6.060154241645246
1349,PR,Musical,10,6.739999999999999
1350,LU,Unknown,7,4.914285714285714
1351,TN,Crime,30,6.680000000000001
1352,AT,History,673,6.628380386329867
1353,JM,Adventure,87,6.2011494252873565
1354,IT,Sport,861,6.359001161440187
1355,GR,Music,1586,6.612105926860025
1356,IN,Crime,9989,6.264581039143061
1357,KR,Adventure,1135,6.437268722466961
1358,IN,Fantasy,3380,5.987958579881657
1359,YUCS,Thriller,17,6.564705882352942
1360,NZ,History,289,6.915916955017301
1361,ID,Fantasy,657,5.9646879756468785
1362,SK,Sport,98,6.746938775510205
1363,PR,Animation,31,6.735483870967742
1364,XAS,Sport,6,7.083333333333333
1365,MY,History,48,7.027083333333334
1366,DZ,Documentary,81,7.586419753086418
1367,IQ,History,9,6.677777777777777
1368,CA,Documentary,9527,7.182628319512967
1369,UZ,Adventure,647,6.789335394126737
1370,XWG,Musical,715,6.062797202797202
1371,BD,Adventure,140,6.486428571428571
1372,BA,Documentary,65,7.064615384615385
1373,CN,Adult,73,5.646575342465752
1374,SA,Horror,20,5.74
1375,CU,History,24,7.066666666666667
1376,NL,Drama,10016,6.431349840255594
1377,FI,History,1842,6.8052660152008695
1378,GB,Unknown,1409,6.264229950319375
1379,BE,Music,488,6.340573770491803
1380,EC,Biography,868,6.955990783410138
1381,HR,Sport,166,6.695783132530121
1382,SV,Drama,35,6.757142857142857
1383,ID,Western,46,5.82391304347826
1384,EE,Romance,825,6.527272727272729
1385,CA,Fantasy,4904,5.802814029363782
1386,SUHH,Crime,3560,6.389466292134834
1387,SUHH,Horror,2348,5.492248722316864
1388,UY,Romance,1022,6.72495107632094
1389,MX,Adventure,5312,6.021460843373492
1390,LV,Family,365,6.018356164383563
1391,AE,Family,323,6.150773993808049
1392,PK,Documentary,36,7.258333333333332
1393,AU,News,63,7.314285714285713
1394,DK,News,17,7.094117647058823
1395,IL,Drama,5800,6.654793103448271
1396,HK,Fantasy,1453,6.011424638678598
1397,SUHH,Unknown,393,5.953944020356233
1398,VE,Adventure,857,6.199416569428237
